title,price,old_price,category,description
"SSD Seagate BarraCuda 510, 256GB, PCI NVMe Express 3.0, M.2 2280",357.99,,Solid-State Drive (SSD),"Serie : BarraCuda 510,Tip SSD : Intern,Form Factor : M.2,Capacitate : 256GB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Consum (idle) (W) : 0.16,Consum (scriere) (W) : 3,MTBF (ore) : 1.800.000,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 3100,Viteza max. (scriere) (MB/s) : 1050,Random 4KB citire (IOPS) : 180.000,Random 4KB scriere (IOPS) : 260.000,Inaltime (mm) : 2.23,Dimensiuni (L x l x G) (mm) : 80 x 22 x 2.23,Greutate (g) : 6.5"
"SSD Seagate FireCuda 510, 1TB, PCI NVMe Express 3.0 x4, M.2 2280",859.99,,Solid-State Drive (SSD),"Serie : FireCuda 510,Tip SSD : Intern,Form Factor : M.2,Capacitate : 1TB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Consum (idle) (W) : 0.20,Consum (scriere) (W) : 5.30,MTBF (ore) : 1.800.000,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 3450,Viteza max. (scriere) (MB/s) : 3200,Random 4KB citire (IOPS) : 620K ,Random 4KB scriere (IOPS) : 600K,Inaltime (mm) : 3.58,Dimensiuni (L x l x G) (mm) : 80 x 22 x 3.58,Greutate (g) : 8.2"
"SSD Seagate IronWolf 110, 240GB, SATA-III, 2.5inch",462.99,481.99,Solid-State Drive (SSD),"Serie : IronWolf 110,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 240GB,Interfata : SATA III,MTBF (ore) : 2.000.000,Rezistenta la soc : 1000G,Viteza max. (citire) (MB/s) : 560,Viteza max. (scriere) (MB/s) : 345,Random 4KB citire (IOPS) : 55.000,Random 4KB scriere (IOPS) : 33.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.9 x 7"
"SSD Seagate IronWolf 110, 960GB, SATA-III, 2.5inch",1199.99,,Solid-State Drive (SSD),"Serie : IronWolf 110,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 960GB,Interfata : SATA III,MTBF (ore) : 2.000.000,Rezistenta la soc : 1000G,Viteza max. (citire) (MB/s) : 560,Viteza max. (scriere) (MB/s) : 535,Random 4KB citire (IOPS) : 90.000,Random 4KB scriere (IOPS) : 55.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.9 x 7"
"SSD Team Group GX2 128GB, SATA-III, 2.5inch",100.99,,Solid-State Drive (SSD),"Serie : GX2,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 128GB,Interfata : SATA III,MTBF (ore) : 1.000.000,Rezistenta la soc : 1500G,Viteza max. (citire) (MB/s) : 500,Viteza max. (scriere) (MB/s) : 320,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100.1 x 69.8 x 7"
"SSD Western Digital, 1TB, 2.5inch, SATA III 600",505.99,,Solid-State Drive (SSD),"Serie : Green,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 1TB,Interfata : SATA III,Consum (idle) (W) : 3.49,Consum (scriere) (W) : 2.80,Viteza max. (citire) (MB/s) : 545,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7,Greutate (g) : 32"
"SSD Kingston Data Center DC500R, 480GB, 2,5inch, SATA III 600",528.99,,Solid-State Drive (SSD),"Serie : DC500R,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 480GB,Interfata : SATA III,Consum (idle) (W) : 1.56,Consum (scriere) (W) : 7.5,MTBF (ore) : 2.000.000,Tehnologii : • Criptare 256-bit AES • Static and Dynamic Wear Leveling • S.M.A.R.T. (Self Monitoring Analysis and Reporting Technology) • Compatibil cu Hot plug,Viteza max. (citire) (MB/s) : 555,Viteza max. (scriere) (MB/s) : 500,Random 4KB citire (IOPS) : 98.000,Random 4KB scriere (IOPS) : 12.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7,Greutate (g) : 92.3"
"SSD GIGABYTE AORUS, 256GB, PCI Express 3.0 x4, M.2 2280",279,,Solid-State Drive (SSD),"Serie : Consumer,Tip SSD : Intern,Form Factor : M.2,Capacitate : 256GB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 1.800.000,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 3100,Viteza max. (scriere) (MB/s) : 1050,Random 4KB citire (IOPS) : 180.000,Random 4KB scriere (IOPS) : 240.000,Inaltime (mm) : 3.5,Dimensiuni (L x l x G) (mm) : 80 x 22 x 3.5"
"SSD GIGABYTE AORUS 512GB, PCI Express 3.0 x4, M.2 2280",489.99,,Solid-State Drive (SSD),"Serie : Consumer,Tip SSD : Intern,Form Factor : M.2,Capacitate : 512GB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 1.800.000,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 3480,Viteza max. (scriere) (MB/s) : 2000,Random 4KB citire (IOPS) : 360.000,Random 4KB scriere (IOPS) : 440.000,Inaltime (mm) : 3.5,Dimensiuni (L x l x G) (mm) : 80 x 22 x 3.5"
"SSD HP EX900, 120GB, PCI Express 3.0 x4, M.2 2280",145.99,,Solid-State Drive (SSD),"Serie : EX900,Tip SSD : Intern,Form Factor : M.2,Capacitate : 120GB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 2.000.000,Viteza max. (citire) (MB/s) : 1900,Viteza max. (scriere) (MB/s) : 650,Random 4KB citire (IOPS) : 100K,Random 4KB scriere (IOPS) : 80.000,Inaltime (mm) : 2.4,Dimensiuni (L x l x G) (mm) : 80 x 22 x 2.4,Greutate (g) : 5.4"
"SSD Apacer PANTHER AS350, 128GB, 2.5inch, SATA III 600",104.99,,Solid-State Drive (SSD),"Serie : AS350 Panther,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 128GB,Interfata : SATA III,MTBF (ore) : 1.500.000,Rezistenta la soc : 1500G,Tehnologii : Suport ECC,Viteza max. (citire) (MB/s) : 560,Viteza max. (scriere) (MB/s) : 540,Random 4KB scriere (IOPS) : 26.9K,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.9 x 7"
"SSD Samsung PM883, 240GB, 2.5inch, SATA III 600 ",367.99,,Solid-State Drive (SSD),"Serie : PM883,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 240GB,Interfata : SATA III,Rezistenta la soc : 1500G,Viteza max. (citire) (MB/s) : 550,Viteza max. (scriere) (MB/s) : 320,Random 4KB citire (IOPS) : 98.000,Random 4KB scriere (IOPS) : 14.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7,Greutate (g) : 60"
"SSD Samsung PM883, 480GB, 2.5inch, SATA III 600 ",507.99,,Solid-State Drive (SSD),"Serie : PM883,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 480GB,Interfata : SATA III,Rezistenta la soc : 1500G,Viteza max. (citire) (MB/s) : 550,Viteza max. (scriere) (MB/s) : 320,Random 4KB citire (IOPS) : 98.000,Random 4KB scriere (IOPS) : 24.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7,Greutate (g) : 60"
"Procesor Intel Coffee Lake Core i5-9600KF, 3.7GHz, 9MB, 95W (Box)",935.99,,Procesoare,"Serie : Core i5,Socket : LGA 1151 v2,Nucleu : Coffee Lake,Numar nuclee : 6,Numar Thread-uri : 6,Frecventa : 3700 MHz,Frecventa Turbo : 4600 MHz,Proces de fabricatie : 14 nm,Consum : 95W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Cache L3 : 9MB,Intel Turbo Boost Technology : Da,Intel Virtualization Technology (VT-x) : Nu,Enhanced Intel SpeedStep Technology : Da,Intel® AES New Instructions : Da,Intel® Stable Image Platform Program (SIPP) : Da,Thermal Monitoring Technologies : Da,Intel® VT-x with Extended Page Tables (EPT) : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Intel® Identity Protection Technology : Da,Intel® TSX-NI : Da,Configuratie PCI Express : 3.0,Benzi PCI Express : 16"
"Procesor Intel Coffe Lake Core i9-9900KF, 3.60GHz, 16MB, 95W (Box)",1930.99,,Procesoare,"Serie : Core i9,Socket : LGA 1151 v2,Nucleu : Coffee Lake,Numar nuclee : 8,Numar Thread-uri : 16,Frecventa : 3600 MHz,Frecventa Turbo : 5000 MHz,QPI : 8 GT/s,Set Instructiuni : 64 bit,Proces de fabricatie : 14 nm,Consum : 95W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Cache L3 : 16MB,Intel Turbo Boost Technology : Da,Intel Hyper-Threading Technology : Da,Intel Virtualization Technology (VT-x) : Da,Enhanced Intel SpeedStep Technology : Da,Thermal Monitoring Technologies : Da,Intel® Identity Protection Technology : Da,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4,Benzi PCI Express : 16"
"Procesor Intel Coffee Lake Core i7 9700F, 3.0 GHz, 12MB, 65W (BOX)",1321.99,,Procesoare,"Serie : Core i7,Socket : LGA 1151,Nucleu : Coffee Lake Refresh,Numar nuclee : 8,Numar Thread-uri : 8,Frecventa : 3000 MHz,Frecventa Turbo : 4700 MHz,QPI : 8 GT/s,Set Instructiuni : 64 bit,Proces de fabricatie : 14 nm,Consum : 65W,Temp. maxima : 100°C,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Suport Grafic : Nu,Cache L3 : 12MB,Intel Turbo Boost Technology : Da,AES New Instructions : Da,Intel® AES New Instructions : Da,Thermal Monitoring Technologies : Da,Intel® TSX-NI : Da"
"SSD TeamGroup GX1, 240GB, SATA-III, 2.5inch",129,,Solid-State Drive (SSD),"Serie : GX1,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 240GB,Interfata : SATA III,MTBF (ore) : 1.000.000,Rezistenta la soc : 1500G,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 500,Viteza max. (scriere) (MB/s) : 400,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7"
"SSD TeamGroup GX1, 960GB, SATA-III, 2.5inch",445.99,,Solid-State Drive (SSD),"Serie : GX1,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 960GB,Interfata : SATA III,MTBF (ore) : 1.000.000,Rezistenta la soc : 1500G,Tehnologii : TRIM Support| S.M.A.R.T Support,Viteza max. (citire) (MB/s) : 530,Viteza max. (scriere) (MB/s) : 480,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 69.85 x 7"
"SSD TeamGroup GX2, 256GB, SATA III, 2.5inch",147.99,153.99,Solid-State Drive (SSD),"Serie : GX2,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 256GB,Interfata : SATA III,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 1.000.000,Rezistenta la soc : 1500G,Viteza max. (citire) (MB/s) : 500,Viteza max. (scriere) (MB/s) : 400,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100.1 x 69.8 x 7"
"SSD Seagate IronWolf 110, 480GB, SATA-III, 2.5inch",659.99,,Solid-State Drive (SSD),"Serie : IronWolf 110,Tip SSD : Intern,Form Factor : 2.5 inch,Capacitate : 480GB,Interfata : SATA III,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 2.000.000,Rezistenta la soc : 1000G,Viteza max. (citire) (MB/s) : 560,Viteza max. (scriere) (MB/s) : 535,Random 4KB citire (IOPS) : 75.000,Random 4KB scriere (IOPS) : 50.000,Inaltime (mm) : 7,Dimensiuni (L x l x G) (mm) : 100 x 70 x 7"
"Mouse Optic Natec Drake NMY-0919, 3200 DPI, USB (Albastru)",40.01,,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Pentru dreptaci,Scroll : Da,Butoane : 6,Interfata : USB,Rezolutie (DPI) : 3200,Culoare : Albastru"
Casti Gaming Tracer Battle Heroes Xplosive Blue (Negru/Albastru),77.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : 2 x 3.5 mm Jack / USB,Lungimea cablului (m) : 2.2,Diametru (mm) : 40,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,Frecventa : 50Hz - 10.000Hz,Sunet stereo : Da,Controlul volumului : Da,Culoare : Negru/Albastru"
"UPS Eaton Ellipse EVO 650 DIN, 650 VA, USB",535.99,,UPS,"Management : Da,Interfata (port comunicare) : USB,Putere intrare (VA) : 650,Putere Iesire (W) : 400,Tensiune alimentare (V) : 230,Faza Tensiune : Single,Frecventa : 50/60 Hz,Dimensiuni (mm) : 263 x 81 x 235,Greutate (kg) : 3.6,Culoare : Negru,Locatie baterie : Intern,Certificari : IEC 62040-1, IEC 60950-1, IEC 62040-2, CB Report, CE mark,Alarma : Da,Protectie linie de telefon : Da,Prize Schuko : x4,Mentiune prize : (1) Schuko surge only"
"Placa de baza Asus PRIME H310M-A R2.0, Intel H310, LGA 1151v2, mATX",404.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel H310,CPU Suportat : 9th and 8th Generation Intel® Core™ i9 processors/Intel® Core™ i7 processors/Intel® Core™ i5 processors/Intel® Core™ i3 processors/Intel® Pentium® processors,Memorii suportate : DDR4,Dual Channel : Da,Frecventa memorie : 2666/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 32 GB,Tehnologii : XMP (Intel eXtreme Memory Profile),Slot grafic : PCI-Express 3.0,Detalii sloturi grafice : 1 (x16),Slot PCI-E x1 : x2,Audio : Incorporata,Codec : Realtek ALC887,Canale : 5.1,Placa de retea : Integrata,Controller : Realtek RTL8111H,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x2,Port-uri USB 3.0 : x2,HDMI : x1,DVI : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x2,Format : microATX"
"Placa de Baza ASUS PRIME H310M-C R2.0, Intel H310, LGA1151 v2, DDR4, uATX ",408.99,,Placi de baza,"Socket : LGA 1151 v2,Chipset : Intel H310,CPU Suportat : Intel 8h Generation Core i7/i5/i3/Pentium/Celeron,Memorii suportate : DDR4,Tip memorie : DIMM,Dual Channel : Da,Frecventa memorie : 2666/2400/2133 MHz,Socluri RAM : x2,RAM maxim : 32 GB,Tehnologii : XMP (Intel eXtreme Memory Profile),Slot grafic : PCI-Express 2.0/3.0,Numar slot-uri grafice : x1,Slot PCI-E x1 : x2,Slot PCI : x1,Audio : Incorporata,Codec : Realtek ALC887,Canale : 8-Channel High Definition Audio CODEC,Placa de retea : Integrata,Controller : Realtek RTL8111H,Tip : Single,Viteza : Gigabit LAN 10 / 100 / 1000 Mb/s,Port-uri SATA III 600 : x4,Porturi M.2 : x1,Port-uri USB 2.0 : x4,Port-uri USB 3.1 (Type-A) : x2,DVI : x1,VGA : x1,RJ 45 : x1,Audio Jack : x3,PS/2 : x2,EATX (24 pini) : Da,ATX12V (4 pini) : Da,Format : uATX,Dimensiuni (L x l) (cm) : 24.40 x 19.30"
"Procesor Intel Coffe Lake-S Core i7-9700, 3.0GHz, 12MB, 65W (Box) ",1299,,Procesoare,"Serie : Core i7,Socket : LGA 1151 v2,Nucleu : Coffee Lake,Numar nuclee : 8,Numar Thread-uri : 8,Frecventa : 3000 MHz,Frecventa Turbo : 4700 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 65W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 64GB,Suport Grafic : Da,Model : Intel UHD Graphics 630,Frecventa : 350 MHz,Frecventa Maxima : 1200 MHz,Cache L1 : 8 x 32 KB instruction caches| 8 x 32 KB data caches,Cache L2 : 8 x 256 KB,Cache L3 : 12MB,Intel Turbo Boost Technology : Da,Intel Hyper-Threading Technology : Da,Intel Virtualization Technology (VT-x) : Da,Intel® AES New Instructions : Da,Intel® VT-x with Extended Page Tables (EPT) : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Intel® Identity Protection Technology : Da,Intel® TSX-NI : Da,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4,Benzi PCI Express : 16"
"Procesor Intel Coffe Lake-S Core i7-9700KF, 3.60GHz, 12MB, 95W (Box)",1611.99,,Procesoare,"Serie : Core i7,Socket : 1151,Nucleu : Coffee Lake,Numar nuclee : 8,Numar Thread-uri : 8,Frecventa : 3600 MHz,Frecventa Turbo : 4900 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 95W,Temp. maxima : 95°C,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Suport Grafic : Nu,Cache L1 : 8 x 32 KB instruction caches| 8 x 32 KB data caches,Cache L2 : 8 x 256 KB,Cache L3 : 12MB,Intel Turbo Boost Technology : Da,Intel Hyper-Threading Technology : Da,Intel Virtualization Technology (VT-x) : Da,Intel® AES New Instructions : Da,Intel® VT-x with Extended Page Tables (EPT) : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Configuratie PCI Express : 3.0,Benzi PCI Express : 16"
"Procesor Intel Coffee Lake Core i9-9900, 3.10GHz, 16MB, 65W (Box)",1820.99,,Procesoare,"Socket : 1151,Nucleu : Coffee Lake,Numar nuclee : 8,Numar Thread-uri : 16,Frecventa : 3100 MHz,Frecventa Turbo : 5000 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 65W,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Model : Intel UHD Graphics 630,Frecventa : 350 MHz,Frecventa Maxima : 1200 MHz,Rezolutie maxima : 4096x2304,Cache L3 : 16MB,Intel Turbo Boost Technology : Da,Intel Hyper-Threading Technology : Da,Intel Virtualization Technology (VT-x) : Da,AES New Instructions : Da,Intel® AES New Instructions : Da,Intel® VT-x with Extended Page Tables (EPT) : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Intel® Identity Protection Technology : Da,Intel® TSX-NI : Da,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4,Benzi PCI Express : 16"
"Procesor Intel Coffee Lake Core i5-9400, 2.9GHz, 9MB, 65W (Box)",825.99,893.99,Procesoare,"Serie : Core i5,Socket : 1151,Nucleu : Coffee Lake,Numar nuclee : 6,Numar Thread-uri : 6,Frecventa : 2900 MHz,Frecventa Turbo : 4100 MHz,Proces de fabricatie : 14 nm,Consum : 65W,Cooler inclus : Nu,Tip : DDR4,Frecventa : 2666 MHz,Suport : Dual Channel,Latime de Banda Maxima : 41.6 GB/s,Memorie maxima : 128GB,Suport Grafic : Da,Model : Intel UHD 630,Frecventa : 350 MHz,Frecventa Maxima : 1050 MHz,Rezolutie maxima : 4096x2304,Cache L2 : 1.5MB ,Cache L3 : 9MB,Intel Turbo Boost Technology : Da,Intel vPro Technology : Nu,Intel Hyper-Threading Technology : Da,Intel Virtualization Technology (VT-x) : Da,Intel Quick Sync Video : Da,Intel InTru 3D Technology : Da,Enhanced Intel SpeedStep Technology : Da,Intel® AES New Instructions : Da,Thermal Monitoring Technologies : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Intel® Identity Protection Technology : Da,Intel® TSX-NI : Da,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4,Benzi PCI Express : 16"
"Mouse optic Esperanza Extreme Bungee XM110K, 1000 DPI, USB (Negru)",11.45,,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 1000,Culoare : Negru"
Casti cu microfon Speedlink ACCORDO (Negru),34.61,,Casti - Microfoane,"Tip : Casti Standard,Structura : Earcup,Conectare : Wired,Interfata : 2 x 3.5 mm Jack / USB,Lungimea cablului (m) : 1.7,Stil : Over-the-head,Pernuta : Da,Microfon : Da,Sunet stereo : Da,Controlul volumului : Da,Culoare : Negru"
"Carcasa Inter-Tech SC-4002, HTPC (Negru)",303.99,,Carcase,"Tip : HTPC,Pozitionare sursa : Sus,Sursa : Fara sursa,mITX : Da,Dimensiuni (cm) : 15.5 x 26 x 22,Culoare : Negru,Bay 3.5inch : x2,Bay 2.5inch : 3 (2 convertibile din cele de 3.5),USB 3.0 : x1,Numar ventilatoare instalate : 1,Total ventilatoare compatibile : 1,In spate : 1 x 80 mm"
"Carcasa SILENTIUM PC Armis AR7, MidTower ",381.99,,Carcase,"Bay 5.25inch : x2,Tip : Mid Tower,Pozitionare sursa : Jos,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,Dimensiuni (cm) : 51 x 50.8 x 23.3,Greutate (kg) : 8.900,Culoare : Negru,Material : Otel,Panou lateral transparent : Da,Slot HDD extern 3.5&quot; : x3,Slot HDD intern 2.5&quot; : x6,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 420,Inaltime maxima cooler CPU (mm) : 180,Audio : x1,Microfon : x1,Fan controller integrat : Da,In fata : 3 x 120/140 mm,In spate : 1 x 140/ 120mm,Deasupra/Tavan : 3 x 120/140 mm"
"Mouse Gaming Corsair NIGHTSWORD, RGB, USB (Negru)",423.99,,Mouse,"Senzor : Optic,DPI : 18000 ,Butoane : 8,Memorie on-board : Da,Altele : Senzor: Pixart PMW3391 | 4 zone RGB | Memorie on-board | Switch-uri Omron - 50 mil. clicks | Cablu 1.8m,Conectare : Wired,Tehnologie : Optic,Iluminare : RGB,Interfata : USB,Culoare : Negru,Lungimea cablului : 1.8m"
Casti cu microfon Jabra BIZ 2300 Duo Type 82E-STD (Negru),630.99,,Casti - Microfoane,"Structura : Earcup,Tip : Casti Standard,Conectare : Wired,Stil : Over-the-head,Pernuta : Da,Microfon : Da,Sunet stereo : Da,Culoare : Negru"
"Casti Gaming Kruger&Matz KM0626, Microfon (Negru)",120.99,,Casti - Microfoane,"Tip : Casti Gaming,Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 113,Frecventa : 20 Hz - 20 kHz,Impedanta (Ohm) : 32,Microfon : Da,PC : Da,Sunet stereo : 7.1 virtual,Culoare : Negru"
"Stick USB A-DATA UV330, 64GB, USB 3.1 (Negru)",37.85,,Stick USB,"Capacitate : 64GB,Compatibilitate : USB 3.1,Culoare : Negru"
"Carcasa Inter-Tech A80S, mITX, sursa 60W (Negru)",324.99,,Carcase,"Tip : Mini-ITX,Pozitionare sursa : Externa,Sursa : 60W,mITX : Da,Dimensiuni (cm) : 88 x 200 x 200,Greutate (kg) : 1.19 Kg,Culoare : Negru,Slot HDD intern 3.5&quot; : x1,Slot HDD intern 2.5&quot; : x1,ODD 5.25&quot; : x1 (Slim),Inaltime maxima cooler CPU (mm) : 40,USB 3.0 : x2,Audio : x2"
"Carcasa Inter-Tech B-49, Mid Tower (Negru)",115.99,,Carcase,"Tip : Mid Tower,Pozitionare sursa : Sus,Sursa : Fara sursa,mATX : Da,ATX : Da,Dimensiuni (cm) : 42.5 x 20 x 43.5,Greutate (kg) : 3,Culoare : Negru,Slot HDD intern 3.5&quot; : x3,Slot HDD intern 2.5&quot; : x2,ODD 5.25&quot; : x1 extern,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 350,Inaltime maxima cooler CPU (mm) : 150,USB 2.0 : x2,Audio : x2,In fata : 2 x 120 mm,In spate : 1 x 80/120 mm,Lateral : 1 x 120/140 mm"
"Mouse Gaming Trust GTX 105 Izza, Optic, Wireless, Iluminat, 2000 DPI (Negru)",60.99,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Pentru dreptaci,Iluminare : Da,Scroll : Da,Butoane : 6,Interfata : USB,Rezolutie (DPI) : 2000,Culoare : Negru"
"UPS CyberPower Gaming CP1500EPFCLCD, 1500VA900W, 2 x USB, 6 x Schuko",1588.99,,UPS,"Management : Da,Interfata (port comunicare) : USB + Serial Port (RS232),Tipologie : Line Interactive,Putere intrare (VA) : 1500,Putere Iesire (W) : 900,Energie (J) : 810,Frecventa : 50/60 Hz,Unda de iesire : Pure Sinewave,Dimensiuni (mm) : 100 x 370 x 265,Greutate (kg) : 10.9,Afisaj : LCD,Locatie baterie : Intern,Protectie retea : RJ-45,Prize Schuko : x6,Numar acumulatori : 2,Specificatii acumulator : 12V 8.5AH x 2,Durata incarcare acumulator (ore) : 8,Timpul de backup (minute) : 3 "
"Stick USB Baseus ACAPIPH-EA9 32 GB, USB 2.0 Type-C (Negru)",119,,Stick USB,"Capacitate : 32GB,Greutate (g) : 5,Culoare : Negru"
"SSD Intel 760p Series, 256GB, PCI Express x4, M.2 2280",228.99,,Solid-State Drive (SSD),"Model : SSDPEKKW256G8XT,Serie : 760p,Tip SSD : Intern,Form Factor : M.2,Capacitate : 256GB,Interfata : PCI Express (x4) | NVMe 1.3,Lungime slot M.2 : 80mm,Consum (idle) (W) : 0.03,Consum (scriere) (W) : 0.05,Cell Level : TLC (Triple Level Cell),MTBF (ore) : 1.600.000,Rezistenta la soc : 1000G,Tehnologii : AES 256-bit,Viteza max. (citire) (MB/s) : 3210,Viteza max. (scriere) (MB/s) : 1315,Random 4KB citire (IOPS) : 205.000,Random 4KB scriere (IOPS) : 265.000,Inaltime (mm) : 22"
"Procesor Intel Coffe Lake Core i3-9100, 3.60GHz, 6MB, 65W (BOX)",618.99,699,Procesoare,"Serie : Core i3,Socket : 1151,Nucleu : Coffee Lake,Numar nuclee : 4,Numar Thread-uri : 4,Frecventa : 3600 MHz,Frecventa Turbo : 4200 MHz,QPI : 8 GT/s,Proces de fabricatie : 14 nm,Consum : 65W,Tip : DDR4,Frecventa : 2400 MHz,Suport : Dual Channel,Memorie maxima : 64GB,Suport Grafic : Da,Model : Intel UHD Graphics 630,Frecventa : 350 MHz,Frecventa Maxima : 1000 MHz,Rezolutie maxima : 4096x2304,Cache L3 : 6MB,Intel Turbo Boost Technology : Da,Intel Virtualization Technology (VT-x) : Da,Intel InTru 3D Technology : Da,Enhanced Intel SpeedStep Technology : Da,Thermal Monitoring Technologies : Da,Intel® VT-x with Extended Page Tables (EPT) : Da,Intel® Virtualization Technology for Directed I/O (VT-d) : Da,Intel® Identity Protection Technology : Da,Configuratie PCI Express : Up to 1x16, 2x8, 1x8+2x4,Benzi PCI Express : 16"
